10,44,258
20,44,258
30,44,258
40,45,258
50,46,258
60,47,258
70,47,259
80,47,261
90,48,262
100,50,262
110,52,264
120,52,266
130,52,268
140,52,269
150,52,272
160,52,272
170,52,276
180,53,276
190,53,276
200,53,276
210,53,276
220,53,276
230,55,277
240,55,278
250,55,278
260,55,281
270,55,283
280,55,285
290,55,293
300,56,293
310,56,294
320,61,297
330,61,297
340,62,297
350,62,298
360,62,303
370,62,306
380,62,314
390,62,318
400,62,318
410,66,318
420,66,319
430,66,321
440,67,329
450,67,337
460,69,341
470,69,344
480,71,349
490,71,350
500,72,360
510,72,360
520,72,363
530,72,364
540,74,380
550,74,397
560,75,397
570,78,398
580,79,401
590,79,433
600,81,452
610,81,646
620,82,1446
