10,73,229
20,73,229
30,73,229
40,74,224
50,76,221
60,76,217
70,77,213
80,79,210
90,81,208
100,85,202
110,87,200
120,89,194
130,93,192
140,93,191
150,94,188
160,94,187
170,95,185
180,95,182
190,98,181
200,99,180
210,99,179
220,100,177
230,100,173
240,101,172
250,101,170
260,101,169
270,101,168
280,102,167
290,102,163
300,107,160
310,107,160
320,110,158
330,110,157
340,110,155
350,115,150
360,116,149
370,117,146
380,117,144
390,117,141
400,117,138
410,117,136
420,117,132
430,118,132
440,118,132
450,119,128
460,121,124
470,121,122
480,121,120
490,121,116
500,121,116
510,121,113
520,121,112
530,121,111
540,121,111
550,121,107
560,122,106
570,123,104
580,123,100
590,123,100
600,125,98
610,125,95
620,126,92
630,126,90
640,127,89
650,127,87
660,127,85
670,128,83
680,128,82
690,128,80
700,130,79
710,133,79
720,135,77
730,135,77
740,135,77
750,137,75
760,137,74
770,137,73
780,140,73
790,140,73
800,140,72
810,141,72
820,141,72
830,142,71
840,142,71
850,142,71
860,142,70
870,142,70
880,145,69
890,145,69
900,145,68
910,145,67
920,145,67
