10,37,165
20,37,165
30,37,165
40,37,165
50,37,165
60,37,164
70,37,163
80,37,161
90,37,159
100,37,158
110,38,156
120,39,155
130,39,155
140,40,152
150,40,152
160,40,152
170,41,150
180,41,150
190,41,150
200,42,150
210,42,149
220,43,149
230,43,149
240,43,149
250,43,148
260,43,147
270,43,147
280,43,147
290,43,147
300,43,147
310,43,146
320,43,145
330,43,143
340,43,143
350,43,143
360,43,143
370,43,142
380,43,141
390,43,140
400,43,140
410,43,138
420,43,137
430,43,136
440,43,131
450,43,131
460,44,130
470,44,129
480,44,129
490,44,127
500,44,127
510,45,126
520,45,124
530,45,124
540,46,122
550,46,120
560,46,119
570,46,119
580,46,117
590,46,116
600,46,116
610,46,115
620,46,114
630,46,111
640,46,109
650,46,108
660,46,108
670,46,107
680,46,106
690,46,106
700,46,104
710,46,103
720,46,102
730,46,102
740,46,101
750,46,101
760,46,101
770,46,101
780,46,101
790,46,101
800,46,100
810,46,100
820,46,100
830,46,100
840,46,99
850,46,98
860,46,98
870,46,98
880,46,97
890,46,97
900,46,97
910,46,96
920,46,95
930,46,95
940,46,94
950,46,93
960,46,93
970,46,93
980,46,91
990,46,91
1000,46,91
1010,46,91
1020,46,91
1030,46,91
1040,46,91
1050,46,91
1060,46,91
1070,46,90
1080,46,90
1090,46,89
1100,46,89
1110,46,89
1120,46,89
1130,46,90
1140,46,90
1150,46,90
1160,46,90
1170,46,89
1180,46,89
1190,46,89
1200,46,88
1210,46,87
1220,46,86
1230,46,87
1240,46,87
1250,46,87
1260,46,87
1270,46,87
1280,42,87
1290,42,87
1300,42,87
1310,42,87
1320,42,87
1330,42,87
1340,42,87
1350,42,87
1360,42,87
1370,42,86
1380,42,86
1390,42,86
1400,42,86
1410,42,85
1420,42,85
1430,42,84
1440,42,84
1450,42,84
1460,42,84
1470,42,84
1480,42,84
1490,42,84
1500,42,83
1510,42,83
1520,42,83
1530,42,83
1540,42,83
1550,42,83
1560,42,83
1570,42,83
1580,42,84
1590,42,83
1600,42,83
1610,42,83
1620,42,84
1630,42,84
1640,42,84
1650,42,84
1660,42,82
1670,42,82
1680,42,82
1690,42,81
1700,42,81
1710,42,79
1720,42,79
1730,42,78
1740,42,78
1750,42,78
1760,37,77
1770,37,77
1780,37,76
1790,37,76
1800,37,75
1810,37,76
1820,37,76
1830,37,77
1840,36,75
