10,109,95
20,109,95
30,109,90
40,111,86
50,112,80
60,114,77
70,120,74
80,122,68
90,128,62
100,129,61
110,129,60
120,131,56
130,133,55
140,137,53
150,141,50
160,145,45
170,145,45
180,149,44
190,153,41
200,154,38
210,157,37
220,159,36
230,165,36
240,173,35
250,179,34
260,184,29
270,185,27
280,193,27
290,193,26
300,195,24
310,195,22
320,203,20
330,210,20
340,213,19
350,217,19
360,227,18
370,228,17
380,230,16
390,237,15
400,237,14
410,241,13
420,242,13
430,242,13
440,244,12
450,244,12
460,244,11
470,247,11
480,248,11
490,248,11
500,249,11
510,249,11
520,249,11
530,251,11
540,251,11
550,259,11
560,259,11
570,259,11
580,259,11
590,263,10
600,263,10
610,263,10
620,263,10
630,267,10
640,267,10
650,267,10
660,266,10
670,266,10
680,266,10
690,266,10
700,266,10
710,266,10
720,266,10
730,266,10
740,266,10
750,266,10
760,266,10
770,266,10
780,266,10
790,266,9
800,266,9
810,263,9
820,263,9
830,263,9
840,262,9
850,262,9
860,262,9
870,262,9
880,262,9
890,261,9
900,261,9
910,259,9
920,259,9
930,258,9
940,257,9
950,257,9
960,257,9
970,257,9
980,256,9
990,256,9
1000,256,9
1010,256,9
1020,256,9
1030,256,9
1040,256,9
1050,255,9
1060,254,9
1070,254,9
1080,254,9
1090,254,9
1100,254,9
1110,253,9
1120,253,9
1130,253,9
1140,252,9
1150,252,9
1160,252,9
1170,252,9
1180,252,9
1190,252,9
1200,252,9
1210,252,9
1220,252,9
1230,252,9
1240,252,9
1250,252,9
1260,252,9
1270,252,9
1280,215,9
1290,209,9
1300,209,9
1310,209,9
1320,209,9
1330,208,9
1340,208,9
1350,205,9
1360,189,9
1370,184,9
1380,183,9
1390,183,9
1400,177,9
1410,176,9
1420,175,9
1430,167,9
1440,162,9
1450,161,9
1460,153,9
1470,151,9
1480,149,9
1490,148,9
1500,144,9
1510,143,9
1520,143,9
1530,140,9
1540,137,9
1550,135,9
1560,132,9
1570,132,9
1580,129,9
1590,128,9
1600,125,9
1610,121,9
1620,119,9
1630,118,9
1640,116,9
1650,115,9
1660,114,9
1670,113,9
1680,113,9
1690,111,10
1700,110,10
1710,110,10
1720,109,10
1730,109,10
1740,108,10
1750,107,10
1760,85,10
1770,85,10
1780,85,10
1790,83,10
1800,83,10
1810,81,10
1820,79,10
1830,77,10
1840,59,10
1850,59,10
1860,58,10
1870,57,10
1880,57,10
1890,55,10
1900,53,10
1910,42,10
1920,40,10
1930,36,10
1940,36,10
1950,35,10
1960,33,10
1970,30,10
1980,27,10
1990,25,10
2000,25,10
2010,25,10
2020,24,10
2030,23,10
2040,23,10
2050,22,10
2060,22,10
2070,18,10
2080,17,10
2090,16,10
2100,15,10
2110,15,10
2120,15,10
2130,13,10
2140,12,10
2150,10,10
2160,9,10
2170,9,10
2180,9,10
2190,8,10
2200,8,10
2210,8,10
2220,7,10
2230,6,10
2240,6,10
2250,5,10
2260,4,10
2270,4,10
2280,2,10
2290,2,10
2300,2,10
2310,1,10
2320,1,10
2330,1,10
2340,1,10
2350,1,10
2360,1,10
2370,1,10
2380,0,10
2390,0,10
2400,0,10
2410,0,10
2420,0,10
2430,0,10
2440,0,10
2450,0,10
2460,0,10
2470,0,10
2480,0,10
2490,0,10
2500,0,10
2510,0,10
2520,0,10
2530,0,10
2540,0,10
2550,0,10
2560,0,10
2570,0,10
2580,0,10
2590,0,10
2600,0,10
2610,0,10
2620,0,10
2630,0,10
2640,0,10
